Date,AAL,AZN,BATS.L,BHP,BP,CRH,DGE,EXPN.L,GSK,HSBA.L,LSE,NG,PRU,RB.L,RDS-B,RDSA.AS,REL.L,RIO,ULVR.L,VOD
2012-01-25,7.08941650390625,15.179443359375,1918.9066162109375,52.676666259765625,26.088226318359375,15.668882369995117,528.0499877929688,744.1173095703125,28.74108123779297,331.99981689453125,4.300000190734863,9.84000015258789,42.69554901123047,2585.9560546875,45.04873275756836,16.108428955078125,417.8832702636719,35.77121353149414,1527.2919921875,16.811662673950195
2012-01-26,7.400519847869873,15.223941802978516,1940.1260986328125,52.86071014404297,26.012693405151367,15.900097846984863,526.6099853515625,747.0885620117188,29.02204132080078,333.5455017089844,4.28000020980835,9.960000038146973,41.077274322509766,2612.082763671875,44.66746139526367,16.08486557006836,420.2221374511719,36.61701583862305,1545.91748046875,16.65938949584961
2012-01-27,7.711625099182129,15.147660255432129,1928.6995849609375,52.68323516845703,25.3909912109375,15.607220649719238,523.6199951171875,742.8438110351562,28.651683807373047,334.5346984863281,4.269999980926514,10.65999984741211,42.281742095947266,2596.71142578125,43.892852783203125,15.796216011047363,416.7137145996094,36.2424430847168,1540.7021484375,16.531471252441406
2012-01-30,8.032155990600586,15.21123218536377,1934.2493896484375,52.216548919677734,25.646650314331055,15.221858978271484,522.9299926757812,728.8359375,28.773012161254883,326.12646484375,4.179999828338623,10.420000076293945,42.39998245239258,2585.9560546875,43.97153091430664,15.719635963439941,407.7480163574219,36.17599105834961,1539.9569091796875,16.568016052246094
2012-01-31,7.9567365646362305,15.303400039672852,1904.5419921875,52.216548919677734,26.675060272216797,15.360589027404785,523.2899780273438,729.6849365234375,28.440961837768555,327.48663330078125,4.159999847412109,10.350000381469727,42.29652404785156,2594.406982421875,44.383033752441406,15.952325820922852,409.30718994140625,36.52638626098633,1524.3116455078125,16.49492073059082
2012-02-01,8.390398979187012,15.440062522888184,1956.448486328125,52.880428314208984,26.46589469909668,15.630341529846191,527.0499877929688,741.9948120117188,28.84963607788086,335.029296875,4.170000076293945,10.329999923706055,43.101959228515625,2636.677001953125,44.62508773803711,16.07013702392578,414.7646484375,37.26948165893555,1553.367431640625,16.49492073059082
2012-02-02,8.59780216217041,15.004639625549316,1950.8988037109375,53.17622756958008,26.454273223876953,15.584099769592285,524.5700073242188,749.211181640625,28.351573944091797,337.378662109375,4.179999828338623,9.5,43.094573974609375,2611.31201171875,43.95941925048828,16.078977584838867,412.0359802246094,37.831336975097656,1485.5703125,16.586292266845703
2012-02-03,9.088028907775879,15.096813201904297,1986.8092041015625,53.997867584228516,27.058547973632812,15.99258041381836,527.6500244140625,767.0394287109375,28.6389102935791,345.9103698730469,4.179999828338623,9.149999618530273,44.23991775512695,2679.708251953125,44.455650329589844,16.067190170288086,412.8155822753906,37.879669189453125,1511.6463623046875,16.976125717163086
2012-02-06,8.626084327697754,15.068204879760742,2003.7850341796875,53.74150085449219,27.23285675048828,15.846147537231445,527.3499755859375,769.1618041992188,28.792163848876953,344.67388916015625,4.170000076293945,8.90999984741211,44.32859420776367,2621.3056640625,44.1107177734375,16.07602882385254,411.6461486816406,37.68029022216797,1505.6859130859375,17.201501846313477
2012-02-07,8.710929870605469,15.128594398498535,2019.12841796875,53.748085021972656,27.07597541809082,16.0927791595459,531.0900268554688,777.6513061523438,28.60698890686035,347.4560546875,4.179999828338623,8.869999885559082,44.65372085571289,2599.015380859375,44.75217819213867,16.12904167175293,413.98504638671875,37.058040618896484,1521.3314208984375,17.018762588500977
2012-02-08,8.578948020935059,15.19533920288086,2012.5992431640625,53.064491271972656,27.29096221923828,15.830731391906738,530.47998046875,778.0758666992188,28.319643020629883,349.6198425292969,4.179999828338623,8.460000038146973,44.735008239746094,2673.560302734375,44.71588134765625,16.117265701293945,410.4767150878906,37.172821044921875,1511.6463623046875,16.836029052734375
2012-02-09,8.446965217590332,15.093629837036133,2021.739990234375,52.33486557006836,27.174753189086914,15.99258041381836,528.8499755859375,776.3778686523438,28.773012161254883,351.1655578613281,4.170000076293945,8.529999732971191,44.22513198852539,2699.687744140625,44.6493034362793,16.11431884765625,414.7646484375,36.701595306396484,1526.5467529296875,16.91521644592285
2012-02-10,8.343263626098633,14.98874568939209,2029.90087890625,50.67845153808594,26.93071937561035,15.453073501586914,526.5399780273438,781.8961791992188,28.5750675201416,344.73577880859375,4.110000133514404,8.479999542236328,43.597049713134766,2721.20654296875,44.019920349121094,16.11431884765625,413.59521484375,35.84370803833008,1528.0367431640625,16.68984031677246
